FG,H,PP,RA,SLP,SN,T,TM,TS,Tm,V,VG,VM,VV,altitud,continente,dia,estacion,idEstacion,latitud,longitud,mes,pais,year
-,68,0,-,-,-,8.2,12,-,2,15.4,-,24.1,10,57,Europa,20, Wunstorf,,52.45,9.43,Marzo,Alemania,2019
-,87,-,-,-,o,0.7,4,-,-1,9.6,-,18.3,8.7,8,Europa,18, Wittmundhaven,,53.55,7.66,Enero,Alemania,2019
-,83,0,-,-,-,-1.6,2,-,-4,7.2,-,11.1,7.9,8,Europa,19, Wittmundhaven,,53.55,7.66,Enero,Alemania,2019
-,78,-,o,-,-,17.7,21,-,13,12.8,-,22.2,8.5,57,Europa,8, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,62,0,-,-,-,17.5,23,-,10,5.7,-,11.1,10,57,Europa,9, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,57,0,-,1017.6,-,18.2,24,-,11,10.4,-,18.3,21.9,57,Europa,8, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,77,0,-,1012.8,-,13.3,18,-,9.9,10.6,-,18,15,57,Europa,9, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,Europa,18, Wittmundhaven,,53.55,7.66,Febrero,Alemania,2019
-,86,-,o,-,-,7.1,8,-,5,20.7,-,31.7,9.8,8,Europa,19, Wittmundhaven,,53.55,7.66,Febrero,Alemania,2019
-,85,-,o,-,-,13.1,17,-,9,9.6,48.2,27.8,8.5,57,Europa,9, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,10, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,85,-,o,-,-,13.6,16,-,11,13.7,-,22.2,7.4,57,Europa,9, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,10, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,74,0,-,-,-,-2.6,0,-,-6,12.6,-,24.1,10,57,Europa,22, Wunstorf,,52.45,9.43,Enero,Alemania,2019
-,81,0,-,-,-,-5.1,-3,-,-8,12.4,-,18.3,7.6,57,Europa,23, Wunstorf,,52.45,9.43,Enero,Alemania,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,10, Wunstorf,,52.45,9.43,Noviembre,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,11, Wunstorf,,52.45,9.43,Noviembre,Alemania,2013
o,71,0,-,1011.2,-,17.1,22,-,11.8,12,-,28.7,15,57,Europa,8, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,68,-,o,1011.9,-,15.9,19,o,12,11.5,42.4,21.7,18.8,57,Europa,9, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,58,0,-,1030.5,-,20.5,26.4,-,14.1,9.3,31.3,14.8,23,57,Europa,8, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,60,0,-,1025.3,-,19.8,26.4,-,12.7,9.3,-,14.8,22.4,57,Europa,9, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,87,-,o,-,-,8.3,10,-,5,13.1,-,18.3,6.4,8,Europa,20, Wittmundhaven,,53.55,7.66,Marzo,Alemania,2019
-,88,0,-,-,-,9.2,11,-,8,14.8,-,24.1,7.2,8,Europa,21, Wittmundhaven,,53.55,7.66,Marzo,Alemania,2019
o,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,12, Wunstorf,,52.45,9.43,Diciembre,Alemania,2013
-,88,0,-,-,-,1.4,5,-,-1,12.4,-,18.3,10,57,Europa,13, Wunstorf,,52.45,9.43,Diciembre,Alemania,2013
-,79,-,o,-,-,9,11,-,7,19.3,-,27.8,7.7,57,Europa,21, Wunstorf,,52.45,9.43,Febrero,Alemania,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,22, Wunstorf,,52.45,9.43,Febrero,Alemania,2019
o,76,0,-,-,-,11,15,-,6,9.6,-,18.3,8.4,57,Europa,21, Wunstorf,,52.45,9.43,Marzo,Alemania,2019
o,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,22, Wunstorf,,52.45,9.43,Marzo,Alemania,2019
-,89,0,-,-,-,-2.9,1,-,-5,5.2,-,9.4,5.6,8,Europa,20, Wittmundhaven,,53.55,7.66,Enero,Alemania,2019
-,91,0,-,-,-,-2.2,2,-,-6,8.3,-,13,5.6,8,Europa,21, Wittmundhaven,,53.55,7.66,Enero,Alemania,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,10, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,11, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,10, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,80,-,o,-,-,7.6,10,-,6,15.4,42.4,20.6,9,8,Europa,20, Wittmundhaven,,53.55,7.66,Febrero,Alemania,2019
-,88,-,o,-,-,7.8,9,-,6,17,-,27.8,6.1,8,Europa,21, Wittmundhaven,,53.55,7.66,Febrero,Alemania,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,11, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,12, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,11, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,12, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,77,0,-,-,-,-4.1,-3,-,-6,8.7,-,20.6,8.5,57,Europa,24, Wunstorf,,52.45,9.43,Enero,Alemania,2019
-,79,-,o,-,o,-2.8,1,-,-4,12,40.7,20.6,5.6,57,Europa,25, Wunstorf,,52.45,9.43,Enero,Alemania,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,12, Wunstorf,,52.45,9.43,Noviembre,Alemania,2013
-,88,0,-,-,-,6.1,10,-,2,11.9,-,16.5,8.5,57,Europa,13, Wunstorf,,52.45,9.43,Noviembre,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,10, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,11, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,10, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,11, Wunstorf,,52.45,9.43,Julio,Alemania,2013
o,-,-,o,-,-,-,-,-,-,-,-,-,-,8,Europa,22, Wittmundhaven,,53.55,7.66,Marzo,Alemania,2019
o,-,-,-,-,-,-,-,-,-,-,-,-,-,8,Europa,23, Wittmundhaven,,53.55,7.66,Marzo,Alemania,2019
-,91,-,o,-,-,2.4,5,-,-2,14.3,-,22.2,6.6,57,Europa,14, Wunstorf,,52.45,9.43,Diciembre,Alemania,2013
-,84,0,-,-,-,5.3,7,-,3,17.4,51.9,31.7,10,57,Europa,15, Wunstorf,,52.45,9.43,Diciembre,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,16, Wunstorf,,52.45,9.43,Diciembre,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,23, Wunstorf,,52.45,9.43,Febrero,Alemania,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,24, Wunstorf,,52.45,9.43,Febrero,Alemania,2019
o,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,23, Wunstorf,,52.45,9.43,Marzo,Alemania,2019
o,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,24, Wunstorf,,52.45,9.43,Marzo,Alemania,2019
-,78,0,-,-,-,-1.4,0,-,-3,14.4,-,20.6,7.4,8,Europa,22, Wittmundhaven,,53.55,7.66,Enero,Alemania,2019
-,86,-,-,-,o,-3.8,-2,-,-7,9.4,-,14.8,5.3,8,Europa,23, Wittmundhaven,,53.55,7.66,Enero,Alemania,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,12, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,78,-,o,-,-,14,20,-,10,15.4,59.4,35.2,10,57,Europa,13, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,11, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,12, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,Europa,22, Wittmundhaven,,53.55,7.66,Febrero,Alemania,2019
o,-,-,-,-,-,-,-,-,-,-,-,-,-,8,Europa,23, Wittmundhaven,,53.55,7.66,Febrero,Alemania,2019
-,80,0,-,-,-,15.1,20,-,12,10,-,18.3,9.3,57,Europa,13, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,90,-,o,-,-,14.4,18,-,10,12.6,37,22.2,8.5,57,Europa,14, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,81,0,-,-,-,7.6,11,-,5,12.8,-,18.3,10,57,Europa,13, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,82,0,-,-,-,8.6,14,-,3,12.6,-,18.3,10,57,Europa,14, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,93,-,o,-,-,5.1,7,-,2,19.8,-,25.9,6,57,Europa,26, Wunstorf,,52.45,9.43,Enero,Alemania,2019
-,86,-,o,-,-,5.4,7,-,3,18.1,37,24.1,9.8,57,Europa,27, Wunstorf,,52.45,9.43,Enero,Alemania,2019
-,87,0,-,-,-,4.1,7,-,1,10.7,-,16.5,10,57,Europa,14, Wunstorf,,52.45,9.43,Noviembre,Alemania,2013
o,86,0,-,-,-,4.4,8,-,0,2.2,-,5.4,7.1,57,Europa,15, Wunstorf,,52.45,9.43,Noviembre,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,12, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,83,-,o,1012.1,-,10.6,13.3,-,7.8,15.4,-,22.2,13.8,57,Europa,13, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,12, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,64,0,-,1022.6,-,17.7,21.1,-,13.7,11.3,-,14.4,21.7,57,Europa,13, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,8,Europa,24, Wittmundhaven,,53.55,7.66,Marzo,Alemania,2019
-,82,-,o,-,o,5.6,8,-,4,24.8,66.5,40.7,8.9,8,Europa,25, Wittmundhaven,,53.55,7.66,Marzo,Alemania,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,17, Wunstorf,,52.45,9.43,Diciembre,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,18, Wunstorf,,52.45,9.43,Diciembre,Alemania,2013
-,50,0,-,-,-,6.8,16,-,0,4.4,-,9.4,10,57,Europa,25, Wunstorf,,52.45,9.43,Febrero,Alemania,2019
-,52,0,-,-,-,6.6,16,-,0,6.1,-,13,10,57,Europa,26, Wunstorf,,52.45,9.43,Febrero,Alemania,2019
-,81,-,o,-,-,5.6,8,-,4,23.5,57.6,35.2,9.7,57,Europa,25, Wunstorf,,52.45,9.43,Marzo,Alemania,2019
-,84,-,o,-,-,6,8,-,4,19.4,-,31.7,10,57,Europa,26, Wunstorf,,52.45,9.43,Marzo,Alemania,2019
-,81,0,-,-,-,-5.3,-4,-,-6,7.2,-,13,5,8,Europa,24, Wittmundhaven,,53.55,7.66,Enero,Alemania,2019
-,89,-,o,-,o,-4.7,2,-,-10,10.9,-,20.6,3.5,8,Europa,25, Wittmundhaven,,53.55,7.66,Enero,Alemania,2019
-,70,0,-,-,-,14.9,19,-,11,12.6,-,20.6,10,57,Europa,14, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,68,-,o,-,-,16.9,23,-,9,7.6,-,18.3,10,57,Europa,15, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,76,-,o,1013.3,-,18.8,25.2,-,12,17.4,46.5,31.3,17.7,57,Europa,13, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,70,0,-,1018.2,-,15.2,19,-,11,15.9,-,25.2,18.5,57,Europa,14, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,Europa,24, Wittmundhaven,,53.55,7.66,Febrero,Alemania,2019
-,70,0,-,-,-,5.2,15,-,-1,4.4,-,11.1,10,8,Europa,25, Wittmundhaven,,53.55,7.66,Febrero,Alemania,2019
-,73,-,o,-,-,13.7,17,-,12,13.3,-,18.3,10,57,Europa,15, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,16, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,39,0,-,1020.1,-,11.3,17.8,-,3,1.9,-,11.1,10,1010,Asia,1, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,89,-,o,-,-,9.9,11,-,8,10.2,-,14.8,9.5,57,Europa,15, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,87,-,o,-,o,2.6,4,-,1,16.7,53.5,31.7,7.7,57,Europa,28, Wunstorf,,52.45,9.43,Enero,Alemania,2019
o,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,16, Wunstorf,,52.45,9.43,Noviembre,Alemania,2013
-,64,-,o,1009,-,11.4,14,-,8,14.1,-,22.2,18.5,57,Europa,14, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,80,0,-,1022.9,-,15.6,20,-,11.7,12.6,-,18,13.2,57,Europa,14, Wunstorf,,52.45,9.43,Julio,Alemania,2013
o,63,0,-,1022.8,-,17.4,25,-,8.9,7.6,-,14.4,22.4,57,Europa,15, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,81,-,o,-,-,6.7,9,-,4,17.6,-,25.9,10,8,Europa,26, Wittmundhaven,,53.55,7.66,Marzo,Alemania,2019
-,85,-,o,-,-,6.4,9,-,1,17,-,29.4,9.7,57,Europa,19, Wunstorf,,52.45,9.43,Diciembre,Alemania,2013
-,52,0,-,-,-,8.6,18,-,-1,8.1,-,18.3,10,57,Europa,27, Wunstorf,,52.45,9.43,Febrero,Alemania,2019
-,78,-,o,-,-,8.1,11,-,5,15.7,-,24.1,9.3,57,Europa,27, Wunstorf,,52.45,9.43,Marzo,Alemania,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,28, Wunstorf,,52.45,9.43,Marzo,Alemania,2019
-,98,0,-,-,-,4.9,7,-,2,15.7,35.2,24.1,2.9,8,Europa,26, Wittmundhaven,,53.55,7.66,Enero,Alemania,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,16, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,17, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,96,0,-,-,-,9.8,10.3,-,9,7.6,-,10.7,13.5,57,Europa,15, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,16, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,59,0,-,-,-,5.7,16,-,-2,4.1,-,7.6,9.8,8,Europa,26, Wittmundhaven,,53.55,7.66,Febrero,Alemania,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,17, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,44,0,-,1017.2,-,10.4,17.1,-,2.9,1.1,-,5.4,9.8,1010,Asia,2, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,43,0,-,1018.2,-,10.8,18.1,-,4.2,2.6,-,13,10,1010,Asia,3, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,11,0,-,1011.1,o,22.5,30.9,-,11.9,5.9,24.1,16.5,10,1010,Asia,1, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,54,0.25,-,1021,-,13.9,20,-,9,7.6,27.8,18.3,10,1010,Asia,1, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,10,0,-,1002.8,-,27.2,35,-,18.5,7.2,27.8,18.3,4.7,1010,Asia,1, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,16, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,88,0,-,-,-,0.9,3,-,-1,14.1,-,24.1,10,57,Europa,29, Wunstorf,,52.45,9.43,Enero,Alemania,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,17, Wunstorf,,52.45,9.43,Noviembre,Alemania,2013
-,71,-,o,1002,-,15.8,22,o,8.6,14.6,-,22.2,17.5,57,Europa,15, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
o,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,16, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,89,-,o,-,-,7.8,10,-,5,17.2,-,29.4,9.5,8,Europa,27, Wittmundhaven,,53.55,7.66,Marzo,Alemania,2019
o,89,0,-,-,-,3.8,6,-,0,15.6,-,24.1,8.7,57,Europa,20, Wunstorf,,52.45,9.43,Diciembre,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,28, Wunstorf,,52.45,9.43,Febrero,Alemania,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,29, Wunstorf,,52.45,9.43,Marzo,Alemania,2019
-,93,0,-,-,-,5.1,7,-,2,16.5,-,22.2,6.1,8,Europa,27, Wittmundhaven,,53.55,7.66,Enero,Alemania,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,18, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,90,-,o,-,-,16.1,20,-,13,13,-,33.5,8.4,57,Europa,19, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,17, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,58,0,-,-,-,8.1,17,-,0,7.8,-,14.8,10,8,Europa,27, Wittmundhaven,,53.55,7.66,Febrero,Alemania,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,18, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,10,0,-,1002.7,-,31.2,39,-,23,6.5,31.7,13,10,1010,Asia,1, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,8,0,-,996.6,-,34.4,42,-,27,7.8,38.9,25.9,10,1010,Asia,1, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,8,0,-,994.9,-,31.3,39.7,-,20.9,9.4,27.8,22.2,10,1010,Asia,1, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,17,0,-,1005.3,-,29.5,36,-,21,11.9,25.9,20.6,8.9,1010,Asia,1, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,4, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,11,0,-,1011.5,-,22.3,29,-,14,5.7,-,13,9.8,1010,Asia,2, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,39,0,-,1020.6,-,12.6,18,-,7,8.9,40.7,24.1,8.4,1010,Asia,2, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,10,0,-,1003.9,-,26,33.1,-,17,6.1,31.7,22.2,5.3,1010,Asia,2, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,17, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,81,-,-,-,o,0.1,1,-,-2,17,-,31.7,9.2,57,Europa,30, Wunstorf,,52.45,9.43,Enero,Alemania,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,18, Wunstorf,,52.45,9.43,Noviembre,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,16, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,17, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,17, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,18, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,Europa,28, Wittmundhaven,,53.55,7.66,Marzo,Alemania,2019
-,60,0,-,-,-,6.2,8,-,5,24.1,-,33.5,10,57,Europa,21, Wunstorf,,52.45,9.43,Diciembre,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,22, Wunstorf,,52.45,9.43,Diciembre,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,30, Wunstorf,,52.45,9.43,Marzo,Alemania,2019
-,89,-,o,-,-,2.6,5,-,1,13.3,50,35.9,6.8,8,Europa,28, Wittmundhaven,,53.55,7.66,Enero,Alemania,2019
-,87,-,-,-,o,0.8,3,-,-1,11.9,-,20.6,9.3,8,Europa,29, Wittmundhaven,,53.55,7.66,Enero,Alemania,2019
-,76,0,-,-,-,16.2,20,-,13,10,-,16.5,10,57,Europa,20, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,18, Wunstorf,,52.45,9.43,Junio,Alemania,2013
o,-,-,-,-,-,-,-,-,-,-,-,-,-,8,Europa,28, Wittmundhaven,,53.55,7.66,Febrero,Alemania,2019
-,76,-,o,-,-,12,16,-,8,15.2,-,22.2,10,57,Europa,19, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,9,0,-,1001.9,-,33.9,42,-,22,6.9,25.9,16.5,9.8,1010,Asia,2, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,8,0,-,993.4,-,33.8,41,-,25,7.4,25.9,18.3,9.8,1010,Asia,2, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,8,0,-,991.7,-,33.4,41,-,25,10.2,29.4,18.3,9.7,1010,Asia,3, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,9,0,-,995.5,-,32.5,40,-,21.3,5.6,25.9,16.5,9.8,1010,Asia,2, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,19,0,-,1007.7,-,26.2,32,-,20,16.9,48.2,35.2,7.2,1010,Asia,2, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,17,0,-,1008.7,-,24.1,31,-,19,11.5,35.2,22.2,9.3,1010,Asia,3, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,5, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,6, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,12,0,o,1010.6,o,22.3,31,-,12.8,6.5,29.4,18.3,10,1010,Asia,3, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,30,0,o,1022.4,-,9.4,15,-,4.5,8.9,24.1,18,2.3,1010,Asia,3, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,22,0,-,1022.8,-,8.7,14,-,3,2,27.8,11.1,2.6,1010,Asia,4, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,12,0,o,1004.4,o,25.2,32.1,-,16.5,4.1,22.2,13,5.6,1010,Asia,3, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,10,0,-,1005.5,-,25.1,32,-,16.1,3.5,24.1,14.4,7.4,1010,Asia,4, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,18, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,76,0,-,-,-,0.9,3,-,-1,11.9,-,22.2,10,57,Europa,31, Wunstorf,,52.45,9.43,Enero,Alemania,2019
