FG,H,PP,RA,SLP,SN,T,TM,TS,Tm,V,VG,VM,VV,altitud,continente,dia,estacion,idEstacion,latitud,longitud,mes,pais,year
-,69,-,o,1021.6,-,13.4,17,-,10,13.1,-,18.3,18.2,57,Europa,27, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,29, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,12,0,-,996.2,-,31.3,39,-,24,11.5,48.2,33.5,9.7,1010,Asia,11, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,10,0,-,993.7,-,35.4,42,-,27.7,7.8,25.9,16.5,9.3,1010,Asia,14, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,12, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,18,0.25,o,1006.7,o,27.8,34,-,20,16.3,50,33.5,7.2,1010,Asia,13, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,20,0,-,1021.4,-,8.6,17.2,-,-0.4,3.1,-,16.5,10,1010,Asia,19, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,22,0,-,1014.8,-,18.6,25,-,10,8,35.2,24.1,10,1010,Asia,15, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,29,0,-,1012.9,-,14.9,21.6,-,9.4,6.5,29.4,22.2,10,1010,Asia,13, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,11,0,-,1005.9,-,25,33,-,17,3.5,22.2,11.1,8.7,1010,Asia,16, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,30, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,75,0,-,-,-,7.3,13,-,3,15,-,22.2,10,57,Europa,31, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,30, Wunstorf,,52.45,9.43,Noviembre,Alemania,2013
-,74,-,o,1003.7,-,14.1,20,-,9.6,5.9,-,14.4,13.7,57,Europa,28, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,30, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,28, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,29, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,30, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,10,0,-,994.2,-,32.7,40,-,24,8.7,50,25.9,10,1010,Asia,12, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,9,0,-,993,-,35.6,41,-,28,5,31.7,13,9.3,1010,Asia,15, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,15,0,-,993.7,-,32.1,38,-,28,7.4,31.7,16.5,2.1,1010,Asia,13, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,30,0.76,o,1005.7,-,26.4,31,o,19,12.4,38.9,27.8,6.9,1010,Asia,14, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,33,0,-,1023.2,-,7.2,15.5,-,-0.4,1.9,-,7.2,9.8,1010,Asia,20, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,22,0,-,1015.3,-,18.2,26,-,12,10.2,53.5,37,8.4,1010,Asia,16, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,32,0,-,1017.3,-,12.2,18.8,-,5.9,5,29.4,16.5,10,1010,Asia,14, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,17, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,29, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,72,-,o,1016,-,19.9,23.1,-,17,17.8,-,27.8,18.8,57,Europa,31, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,30, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,10,0,-,993.4,-,33.4,42,-,24,9.1,42.4,29.4,10,1010,Asia,13, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,11,0,-,990.2,-,36.1,44,-,25.4,10.2,38.9,18.3,9,1010,Asia,16, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,10,0,-,995.5,-,32.5,39,-,27,11.5,42.4,27.8,5.6,1010,Asia,14, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,25,0,-,1003.9,-,27.4,32,-,22,11.3,37,27.8,6.8,1010,Asia,15, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,30,0,-,1019.2,-,7.3,16.2,-,0.3,5,-,16.5,10,1010,Asia,21, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,23,0,-,1015.3,-,17.3,24,-,10,5.9,24.1,16.5,10,1010,Asia,17, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,26,0,-,1020.9,-,13.2,19.6,-,3,1.3,-,7.6,10,1010,Asia,15, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,9,0,-,1006.2,-,24.8,34,-,17,6.1,-,22.2,9.7,1010,Asia,18, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,30, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,10,0,-,994.3,-,33.7,42,-,24,15.2,48.2,33.5,9.7,1010,Asia,14, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,13,0,-,992.2,-,35.8,42,-,27.8,9.1,35.2,20.6,5.1,1010,Asia,17, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,10,0,-,996.1,-,32.6,40,-,26,4.4,31.7,13,9.3,1010,Asia,15, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,17,-,o,1003.6,o,28.1,33,-,21,9.6,38.9,29.4,8.7,1010,Asia,16, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,22, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,21,0,-,1015.7,-,16.3,23,-,9,5.2,24.1,18.3,10,1010,Asia,18, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,23,0,-,1019.6,-,16.3,22.8,-,7.1,8.9,25.9,20.6,10,1010,Asia,16, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,8,-,o,1006.4,o,25.9,35,-,14.4,5.2,24.1,18.3,10,1010,Asia,19, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,31, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,11,0,-,992.4,-,31.1,38,-,23,19.3,57.6,37,7.9,1010,Asia,15, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,10,0,-,994.2,-,36.2,42,-,29,10.6,37,22.2,6.4,1010,Asia,18, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,16, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,23,0,o,1005.7,-,24.8,30,-,17,10.9,57.6,38.9,9,1010,Asia,17, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,23, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,19,0,-,1017.1,-,16.8,24,-,9,7,31.7,22.2,10,1010,Asia,19, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,17, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,18, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,20, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,10,0,-,995.2,-,30.7,38,-,24,13,42.4,25.9,8.7,1010,Asia,16, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,11,0,-,994.3,-,35.4,42,-,28,10.2,31.7,22.2,6.1,1010,Asia,19, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,17, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,22,0,-,1007.4,-,23.1,29,-,16,15.9,46.5,29.4,8,1010,Asia,18, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,-,-,-,-,o,-,-,-,-,-,-,-,-,1010,Asia,24, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,18,0,-,1019.2,-,15.7,23,-,8,4.4,27.8,13,10,1010,Asia,20, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,19, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,16,0,-,1008.7,-,25.9,33,-,17,8,-,18.3,4,1010,Asia,21, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,9,0,-,995.5,-,31.2,39,-,24,12.8,46.5,31.7,9.5,1010,Asia,17, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,9,0,-,992.9,-,35.6,41,-,26,7,25.9,14.8,9.2,1010,Asia,20, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,13,0,-,993,-,35.6,42.9,-,27.6,8,29.4,14.8,6.6,1010,Asia,21, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,18, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,10,0,-,995.6,-,32.9,41,-,25,5.2,29.4,14.8,9.8,1010,Asia,19, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,18,0,-,1008.6,-,22.4,29,-,16,14.3,42.4,25.9,9.2,1010,Asia,19, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,18,0,-,1010.1,-,22.4,28,-,16,8,24.1,14.8,9.5,1010,Asia,20, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,37,0,o,1018.7,-,7.4,14.5,-,-0.9,3,27.8,16.5,9.8,1010,Asia,25, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,15,0,-,1018.8,-,17.1,25,-,7.2,3.5,-,13,10,1010,Asia,21, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,20, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,21, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,16,0,-,1010.8,-,23.8,30,-,17,4.4,27.8,14.8,8.9,1010,Asia,22, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,9,0,-,995.8,-,29.5,38,-,24,5.6,31.7,16.5,10,1010,Asia,18, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,7,0,-,992.7,-,36,43.5,-,26.4,6.9,33.5,18.3,10,1010,Asia,22, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,8,0,-,996.7,-,33.1,41,-,24,4.8,29.4,11.1,9.8,1010,Asia,20, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,13,0,-,996.8,-,31.9,39,-,25,9.8,29.4,20.6,4.2,1010,Asia,21, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,16,0,-,1010.8,-,23.2,29,-,16,9.4,37,22.2,10,1010,Asia,21, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,44,0,-,1020.8,-,6.6,13.9,-,-0.2,5.7,-,20.6,9.8,1010,Asia,26, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,18,0,-,1015.4,o,18.7,27,-,8.1,3.3,24.1,14.8,10,1010,Asia,22, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,19,0,-,1013.4,-,19.9,28,-,12,3.5,24.1,11.1,10.8,1010,Asia,23, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,22, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,12,0,-,1010.5,-,24.5,31,-,16,5,18.3,13,10,1010,Asia,23, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,16,0,-,1007.8,-,17.8,21,-,15,5.6,-,7.6,10,1010,Asia,24, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,8,0,-,997.5,-,31.6,39,-,21,6.1,27.8,16.5,10,1010,Asia,19, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,8,0,-,993,-,35.7,42.9,-,29,6.5,22.2,14.8,9.8,1010,Asia,23, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,22, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,13,0,-,1010.7,-,24.1,31,-,16,6.9,25.9,18.3,10,1010,Asia,22, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,36,0,-,1022.4,-,5.7,13.9,-,-2.3,1.3,-,9.4,9.8,1010,Asia,27, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,28, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,22,-,-,1012.8,o,20.1,28,-,10.1,5,24.1,13,10,1010,Asia,24, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,56,0,-,1022.5,-,13.6,20,-,8.7,12.2,-,22.2,10,1010,Asia,23, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,11,0,-,1008,-,24.8,33,-,15,5.2,25.9,14.8,10,1010,Asia,25, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,8,0,-,999.5,-,33.1,40,-,25,9.3,31.7,22.2,10,1010,Asia,20, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,8,-,o,998.5,o,32.7,40,-,25,13.7,53.5,35.2,10,1010,Asia,21, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,11,0,-,993.7,-,36.5,43.6,-,26.3,6.7,29.4,16.5,9.5,1010,Asia,24, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,11,0,-,993.2,-,36,43.6,-,28.7,10.2,42.4,29.4,6.9,1010,Asia,25, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,23, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,11,0,-,1007.6,-,26.3,32,-,18,5.7,31.7,14.8,10,1010,Asia,23, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,29, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,30, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,22,0,-,1014.7,-,19.9,28,-,11,5,29.4,18.3,10,1010,Asia,25, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,47,0,-,1021.4,-,14.8,23.3,-,8.5,6.3,-,18.3,10,1010,Asia,24, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,14,0,-,1007.7,-,26.2,34,-,17,9.8,33.5,24.1,10,1010,Asia,26, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,16,0,-,1008.9,-,24.9,32,-,16.5,6.1,27.8,20.6,10,1010,Asia,27, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,9,0,-,997.9,-,31.3,38,-,24,8.9,29.4,20.6,8.9,1010,Asia,22, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,7,0,-,998,-,31.2,39,-,22,7.6,33.5,24.1,9.8,1010,Asia,23, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,9,0,-,993.3,-,34.6,41,-,28,7.6,22.2,18.3,4.7,1010,Asia,26, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,10,0,-,993.6,-,34.2,40,-,28,12.6,35.2,24.1,4.5,1010,Asia,27, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,24, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,10,0,-,997.7,-,28.9,36,-,22,7.4,35.2,18.3,3.1,1010,Asia,25, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,10,0,-,1005,-,27.6,34,-,18,8.9,-,25.9,10,1010,Asia,24, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,10,0,-,1006,-,27.3,34,-,20,13.9,51.9,35.2,7.4,1010,Asia,25, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,21,0,o,1019.5,-,13.1,20.7,-,3.4,3.9,-,11.1,10,1010,Asia,31, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,19,-,-,1016.3,o,21.1,29,-,11.9,4.6,18.3,14.8,9.7,1010,Asia,26, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,19,0,-,1016.8,-,22.1,30,-,13,3.9,27.8,11.1,10,1010,Asia,27, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,45,0,-,1019.1,-,14.8,23.1,-,7.8,4.8,25.9,16.5,10,1010,Asia,25, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,27,0,-,1013.8,-,18.2,24.5,-,9.3,2.6,-,14.8,9.2,1010,Asia,26, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,15,0,-,1011.3,-,23.1,31,-,15,6.3,25.9,16.5,10,1010,Asia,28, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,7,0,-,997.7,-,33.2,39,-,24,12.2,40.7,29.4,10,1010,Asia,24, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,8,0,-,994.8,-,31.2,38.2,-,25.4,7.6,35.2,18.3,5.5,1010,Asia,28, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,9,0,-,997,-,28.8,36,-,20.4,7.4,25.9,18.3,4.2,1010,Asia,26, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,10,0,-,1005.5,-,27,34,-,20,8.5,31.7,24.1,10,1010,Asia,26, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,22,0,-,1016.4,-,21.4,30,-,13,3.1,-,13,10,1010,Asia,28, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,41,0,-,1015.1,-,17.1,24.4,-,11.6,0.4,-,5.4,7.7,1010,Asia,27, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,13,-,o,1012.3,o,23.3,31,-,14.4,4.8,27.8,16.5,9.7,1010,Asia,29, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,13,0,-,1011.9,-,22.6,30.7,-,14,7.8,31.7,20.6,9.8,1010,Asia,30, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,8,-,-,994.7,o,32.4,39,-,25,11.1,42.4,33.5,8.9,1010,Asia,25, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,9,0,-,995.4,-,30.7,37,-,22.1,6.7,27.8,20.6,6,1010,Asia,29, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,12,0,-,1001,-,28.7,35,-,21.5,4.8,22.2,13,3.7,1010,Asia,27, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,8,0,-,1004.6,-,29.2,37,-,19,6.5,27.8,16.5,10,1010,Asia,27, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,28,0,-,1017.1,-,19.6,27,-,12.3,7,38.9,25.9,6.4,1010,Asia,29, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,41,0,-,1020.5,-,14.2,20.5,-,8.9,4.1,31.7,16.5,10,1010,Asia,28, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,7,-,o,994.3,o,31.7,39,-,21.1,7.6,29.4,16.5,8.2,1010,Asia,26, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,9,0,-,996.2,-,30.6,37,-,21.9,6.1,25.9,16.5,9.2,1010,Asia,30, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,28, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,10,0,-,1002.6,-,31.3,37,-,21,13.3,42.4,25.9,8.7,1010,Asia,28, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,12,0,-,1001.6,-,27.8,34,-,21,11.7,35.2,20.6,7.2,1010,Asia,29, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
o,35,0,-,1017,-,18,25,-,12,2.6,22.2,11.1,7.4,1010,Asia,30, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,39,0,-,1023.7,-,13.2,20.6,-,6.5,3.9,24.1,13,10,1010,Asia,29, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,9,0,-,995,-,32.5,39,-,24,7,24.1,16.5,7.1,1010,Asia,27, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,9,0,-,995.8,-,31,38,-,21.2,7.4,31.7,22.2,10,1010,Asia,31, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,29, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,8,0,-,1003.5,-,29.3,37,-,21,7.6,31.7,18.3,9.8,1010,Asia,30, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
o,49,0,o,1018.6,o,17.7,24,-,10.8,9.4,-,20.6,8.7,1010,Asia,31, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,36,0,-,1024.2,-,12.2,19.7,-,5.3,2.8,-,7.6,10,1010,Asia,30, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,12,0,-,994.7,-,32.7,38.2,-,26,6.5,25.9,18.3,8.5,1010,Asia,28, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,30, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,9,0,-,1003.2,-,30.7,38,-,21,10,33.5,22.2,9.8,1010,Asia,31, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,11,0,-,995.7,-,32.9,39,-,26,8.7,24.1,20.6,9.2,1010,Asia,29, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,11,0,-,1001.3,-,27.7,34,-,22,7.6,27.8,20.6,3.2,1010,Asia,31, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,11,0,-,998,-,33.9,41,-,26,6.9,24.1,16.5,10,1010,Asia,30, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
